arp.opcode,arp.hw.size,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,http.content_length,http.response,tcp.ack,tcp.ack_raw,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.connection.synack,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.len,tcp.options,tcp.payload,tcp.seq,tcp.srcport,udp.port,udp.stream,udp.time_delta,dns.qry.name,dns.qry.name.len,dns.qry.qu,dns.retransmission,dns.retransmit_request,mqtt.conflag.cleansess,mqtt.conflags,mqtt.hdrflags,mqtt.len,mqtt.msgtype,mqtt.proto_len,mqtt.topic_len,mqtt.ver,label
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2846443603.0583334,0,11.0,0.0,5.0,6.0,36056.17728531856,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,36623.36388888889,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2715579441.194203,0,11.0,0.0,5.0,6.0,35480.21965317919,0,0,8.898550724637682,0,0.0,57.028985507246375,35915.942028985504,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2515332799.0,0.0,0.0,0,28.0,0.0,186.58448753462605,2812208279.0916667,0,12.0,0.0,8905.0,6.0,33416.05817174515,0,0,8.577777777777778,0,61.37931034482759,55.888888888888886,33733.20277777778,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2767087728.263587,0,11.0,0.0,5.0,6.0,33638.57994579946,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,33771.301630434784,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.88826815642457,2848125574.9271708,0,11.0,0.0,5.0,6.0,33608.29329608939,0,0,8.64985994397759,0,123.61111111111111,55.15686274509804,33809.532212885155,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.87535410764872,2697782221.303977,0,11.0,0.0,5.0,6.0,34253.39943342776,0,0,8.730113636363637,0,0.0,57.125,34459.454545454544,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.68852459016392,2848687041.0109587,0,11.0,0.0,5.0,6.0,35830.61475409836,0,0,8.471232876712328,0,120.27027027027027,55.53150684931507,36384.35890410959,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2828069731.2753625,0,11.0,0.0,5.0,6.0,37082.53179190752,0,0,8.898550724637682,0,0.0,57.028985507246375,37790.72463768116,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2713954426.072022,0,11.0,0.0,5.0,6.0,34651.276243093926,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,34976.73407202216,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.91036414565826,2934608282.123596,0,11.0,0.0,5.0,6.0,37267.3137254902,0,0,8.637640449438202,0,0.0,56.49438202247191,38014.82865168539,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2830400698.627717,0,11.0,0.0,5.0,6.0,34023.45799457995,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,34221.546195652176,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.88826815642457,2867864799.857143,0,11.0,0.0,5.0,6.0,32414.209497206703,0,0,8.64985994397759,0,123.61111111111111,55.15686274509804,32412.532212885155,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.601108033241,2891928253.125,0,11.0,0.0,5.0,6.0,34807.468144044324,0,0,8.547222222222222,0,0.0,57.49444444444445,35084.61388888889,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.76,2729667801.1432667,0,11.0,0.0,5.0,6.0,33954.84857142857,0,0,8.802292263610315,0,0.0,56.38681948424069,34160.805157593124,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2887039361.675,0,11.0,0.0,5.0,6.0,36330.84764542936,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,36944.70277777778,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.76,2777671416.530086,0,11.0,0.0,5.0,6.0,32478.42,0,0,8.802292263610315,0,0.0,56.38681948424069,32433.369627507163,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,181.89020771513356,2866264392.205357,0,11.0,0.0,5.0,6.0,33590.92581602374,0,0,9.12202380952381,0,0.0,56.47619047619048,33733.66071428572,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2792867299.6059785,0,11.0,0.0,5.0,6.0,34882.54742547425,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,35226.54076086957,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,169.5241935483871,2712944577.563342,0,11.0,0.0,5.0,6.0,34176.344086021505,0,0,8.342318059299192,0,117.88079470198676,56.22911051212938,34444.07277628032,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,168.88328912466844,2825053106.444149,0,11.0,0.0,5.0,6.0,34569.60212201592,0,0,8.236702127659575,0,116.33986928104576,56.691489361702125,34837.69414893617,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.37853107344634,2812743429.728045,0,11.0,0.0,5.0,6.0,34741.89265536723,0,0,8.708215297450424,0,0.0,57.373937677053824,35028.04249291785,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,169.07506702412869,2785277063.209677,0,11.0,0.0,5.0,6.0,36000.50134048257,0,0,8.31989247311828,0,117.88079470198676,55.68279569892473,36561.97580645161,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2664468897.65651,0,11.0,0.0,5.0,6.0,36144.06629834254,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,36723.146814404434,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,179.2514619883041,2736876811.868036,0,11.0,0.0,5.0,6.0,35025.59356725146,0,0,8.997067448680351,0,0.0,56.06158357771261,35439.17008797654,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,175.31728045325778,2919741447.934659,0,11.0,0.0,5.0,6.0,34928.606232294616,0,0,8.764204545454545,0,126.24113475177305,55.52840909090909,35329.079545454544,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,171.15342465753426,2806578970.142857,0,11.0,0.0,5.0,6.0,35465.9095890411,0,0,8.491758241758241,0,121.08843537414964,55.285714285714285,35960.78021978022,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.601108033241,2904639541.141667,0,11.0,0.0,5.0,6.0,36560.31578947369,0,0,8.547222222222222,0,0.0,57.49444444444445,37135.28333333333,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.68852459016392,2851638918.287671,0,11.0,0.0,5.0,6.0,32366.237704918032,0,0,8.471232876712328,0,120.27027027027027,55.53150684931507,32331.512328767123,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,177.242774566474,2805204238.9333334,0,11.0,0.0,5.0,6.0,35270.473988439306,0,0,8.933333333333334,0,128.9855072463768,55.43478260869565,35751.791304347826,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,163.17412935323384,2843929701.735661,0,11.0,0.0,5.0,6.0,33446.60199004975,0,0,7.755610972568578,0,107.2289156626506,58.34164588528678,33494.50872817955,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,179.30144927536233,2823028388.543605,0,11.0,0.0,5.0,6.0,34256.53913043478,0,0,8.921511627906977,0,0.0,56.78488372093023,34487.25,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.601108033241,2844823036.708333,0,11.0,0.0,5.0,6.0,35171.340720221604,0,0,8.547222222222222,0,0.0,57.49444444444445,35510.311111111114,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2723154344.742382,0,11.0,0.0,5.0,6.0,35775.86187845304,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,36292.38504155125,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,169.07506702412869,2765369266.596774,0,11.0,0.0,5.0,6.0,35644.28150134048,0,0,8.31989247311828,0,117.88079470198676,55.68279569892473,36145.2688172043,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.601108033241,2814483691.108333,0,11.0,0.0,5.0,6.0,36233.49030470914,0,0,8.547222222222222,0,0.0,57.49444444444445,36752.927777777775,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.88826815642457,2842552953.134454,0,11.0,0.0,5.0,6.0,35494.94134078212,0,0,8.64985994397759,0,123.61111111111111,55.15686274509804,36016.78711484594,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2794207417.202778,0,11.0,0.0,5.0,6.0,36967.42936288089,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,37689.444444444445,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.7041095890411,2860687587.236264,0,11.0,0.0,5.0,6.0,36575.86575342466,0,0,8.458791208791208,0,0.0,56.87362637362637,37182.26648351648,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.43243243243242,2697043153.8644986,0,11.0,0.0,5.0,6.0,35203.89189189189,0,0,8.384823848238483,0,118.66666666666669,56.52845528455285,35599.560975609755,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,169.07506702412869,2859402553.0698924,0,11.0,0.0,5.0,6.0,34612.13672922252,0,0,8.31989247311828,0,117.88079470198676,55.68279569892473,34937.8629032258,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,169.1342105263158,2771510379.7994723,0,11.0,0.0,5.0,6.0,33697.505263157895,0,0,8.145118733509236,0,0.0,58.27176781002638,33748.96042216359,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2841050446.521739,0,11.0,0.0,5.0,6.0,37222.64739884393,0,0,8.898550724637682,0,0.0,57.028985507246375,37954.66666666666,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.76,2854136165.395416,0,11.0,0.0,5.0,6.0,36555.077142857146,0,0,8.802292263610315,0,0.0,56.38681948424069,37203.09742120344,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2768482560.8531857,0,11.0,0.0,5.0,6.0,35996.386740331494,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,36550.37673130194,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.62125340599454,2819909812.20765,0,11.0,0.0,5.0,6.0,35779.253405994554,0,0,8.448087431693988,0,120.27027027027027,55.38251366120219,36321.20491803279,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2836364141.1246376,0,11.0,0.0,5.0,6.0,37831.14450867052,0,0,8.898550724637682,0,0.0,57.028985507246375,38666.637681159424,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2744006287.5244565,0,11.0,0.0,5.0,6.0,34217.92953929539,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,34449.046195652176,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2702234354.365651,0,11.0,0.0,5.0,6.0,36447.29834254144,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,37077.897506925205,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.87535410764872,2791740637.099432,0,11.0,0.0,5.0,6.0,34114.209631728045,0,0,8.730113636363637,0,0.0,57.125,34296.60511363636,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.36974789915968,2899223246.050562,0,11.0,0.0,5.0,6.0,36457.89635854342,0,0,8.67134831460674,0,124.47552447552448,54.91573033707865,37146.60674157304,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.82485875706217,2890321784.504249,0,11.0,0.0,5.0,6.0,36965.61581920904,0,0,8.742209631728045,0,125.35211267605634,55.77053824362606,37709.15580736544,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.02116402116403,2799250827.108753,0,11.0,0.0,5.0,6.0,36931.6455026455,0,0,8.185676392572944,0,0.0,58.57559681697613,37523.58355437666,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.91036414565826,2776956753.202247,0,11.0,0.0,5.0,6.0,34395.96918767507,0,0,8.637640449438202,0,0.0,56.49438202247191,34655.51685393258,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,168.88328912466844,2833264735.859042,0,11.0,0.0,5.0,6.0,35398.85941644562,0,0,8.236702127659575,0,116.33986928104576,56.691489361702125,35807.734042553195,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,168.62566844919786,2816692421.702413,0,11.0,0.0,5.0,6.0,34982.98663101604,0,0,8.300268096514746,0,117.10526315789474,55.93297587131367,35368.74262734585,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.37853107344634,2727750263.104816,0,11.0,0.0,5.0,6.0,35465.11299435028,0,0,8.708215297450424,0,0.0,57.373937677053824,35874.189801699715,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.4245810055866,2826904643.207283,0,11.0,0.0,5.0,6.0,35263.79608938548,0,0,8.61624649859944,0,0.0,56.74229691876751,35667.83193277311,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.82485875706217,2680575038.283286,0,11.0,0.0,5.0,6.0,36521.497175141245,0,0,8.742209631728045,0,125.35211267605634,55.77053824362606,37189.54957507082,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.76,2838905003.60745,0,11.0,0.0,5.0,6.0,33321.42,0,0,8.802292263610315,0,0.0,56.38681948424069,33419.687679083094,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2857690031.3391304,0,11.0,0.0,5.0,6.0,36856.09248554913,0,0,8.898550724637682,0,0.0,57.028985507246375,37525.779710144925,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2804968858.5194445,0,11.0,0.0,5.0,6.0,35840.459833795016,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,36370.99444444444,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.68852459016392,2818169173.131507,0,11.0,0.0,5.0,6.0,35846.401639344265,0,0,8.471232876712328,0,120.27027027027027,55.53150684931507,36402.82739726028,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,171.61813186813183,2790035666.9752064,0,11.0,0.0,5.0,6.0,36631.65934065934,0,0,8.515151515151516,0,121.08843537414964,55.83195592286501,37341.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.12154696132598,2812455080.775624,0,11.0,0.0,5.0,6.0,38047.46408839779,0,0,8.526315789473685,0,0.0,57.74792243767313,38872.26869806094,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,169.07506702412869,2855421107.9731183,0,11.0,0.0,5.0,6.0,34619.2144772118,0,0,8.31989247311828,0,117.88079470198676,55.68279569892473,34946.14247311828,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2884931230.038781,0,11.0,0.0,5.0,6.0,33868.62430939227,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,34061.110803324096,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.7041095890411,2827618546.0439563,0,11.0,0.0,5.0,6.0,36821.76712328768,0,0,8.458791208791208,0,0.0,56.87362637362637,37469.93956043956,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2843038199.147826,0,11.0,0.0,5.0,6.0,36031.07514450867,0,0,8.898550724637682,0,0.0,57.028985507246375,36560.46956521739,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.88826815642457,2842876153.560224,0,11.0,0.0,5.0,6.0,33385.68994413408,0,0,8.64985994397759,0,123.61111111111111,55.15686274509804,33549.100840336134,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,181.89020771513356,2839073210.520833,0,11.0,0.0,5.0,6.0,34135.14540059347,0,0,9.12202380952381,0,0.0,56.47619047619048,34370.47321428572,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,177.26361031518624,2886656956.218391,0,11.0,0.0,5.0,6.0,36712.59885386819,0,0,8.824712643678161,0,0.0,56.14367816091954,37390.5459770115,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2895643091.127717,0,11.0,0.0,5.0,6.0,34527.23035230352,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,34810.877717391304,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,167.1259842519685,2877936723.605263,0,11.0,0.0,5.0,6.0,33234.485564304465,0,0,8.155263157894737,0,114.83870967741936,56.10526315789474,33303.27631578947,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2850491917.4048915,0,11.0,0.0,5.0,6.0,32865.766937669374,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,32905.913043478264,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,175.231843575419,2946139728.2436976,0,11.0,0.0,5.0,6.0,33563.32960893855,0,0,8.61624649859944,0,0.0,57.55742296918768,33637.593837535016,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,166.6910994764398,2782222436.6272964,0,11.0,0.0,5.0,6.0,33395.1335078534,0,0,8.136482939632545,0,114.1025641025641,56.35958005249344,33488.38582677166,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,168.43915343915344,2846977058.4190984,0,11.0,0.0,5.0,6.0,35513.22751322751,0,0,8.217506631299734,0,115.58441558441558,56.94694960212202,35938.7374005305,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,177.26361031518624,2919652879.137931,0,11.0,0.0,5.0,6.0,36453.60171919771,0,0,8.824712643678161,0,0.0,56.14367816091954,37087.51436781609,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.87535410764872,2713339669.6107955,0,11.0,0.0,5.0,6.0,37051.13314447592,0,0,8.730113636363637,0,0.0,57.125,37732.75,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,175.31728045325778,2828403443.9573865,0,11.0,0.0,5.0,6.0,34005.23512747875,0,0,8.764204545454545,0,126.24113475177305,55.52840909090909,34248.75284090909,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,177.26361031518624,2932681971.9367814,0,11.0,0.0,5.0,6.0,34596.00859598854,0,0,8.824712643678161,0,0.0,56.14367816091954,34914.09482758621,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,2434.2727272727275,0.0,1008.2323340471092,2906385469.2872453,0,11.0,0.0,11.0,12.0,28792.919700214134,0,0,63.79099678456592,0,0.0,903.5873526259378,29015.63879957128,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
